family_name_input,aphia_id,phyllum,class,order,accepted_family,common_name,mobility,nutritional_strategy,confidence,evidence_source_domain,evidence_url1,evidence_url2,notes,assigned_by,date_assigned
Chlopsidae,125426,Chordata,Teleostei,Anguilliformes,Chlopsidae,false morays,Nektonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125426,https://en.wikipedia.org/wiki/Chlopsidae,Small reef eels preying on fishes and invertebrates.,GPT-5 Pro,9/24/25
Congridae,125427,Chordata,Teleostei,Anguilliformes,Congridae,conger eels,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125427,https://www.fishbase.se/summary/FamilySummary.php?ID=145,Benthic/crevice-dwelling eels preying on fishes/crustaceans. (Corrected AphiaID),GPT-5 Pro,9/24/25
Muraenidae,125431,Chordata,Teleostei,Anguilliformes,Muraenidae,moray eels,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125431,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125637,AphiaID corrected (was 151829. Moray eels are predatory reef-associated fishes.,GPT-5 Pro,9/25/25
Synaphobranchidae,125436,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,cutthroat eels,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125436,https://www.fishbase.se/summary/FamilySummary.php?ID=129,Cutthroat eels; deep-sea predatory fishes.,GPT-5 Pro,9/25/25
Paralepididae,125447,Chordata,Teleostei,Aulopiformes,Paralepididae,barracudinas,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125447,https://www.fishbase.se/Summary/FamilySummary.php?ID=233,Barracudinas; nektonic piscivores; WoRMS + FishBase.,GPT-5 Pro,9/25/25
Batrachoididae,125450,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,toadfishes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125450,,Benthic ambush/carnivorous fishes; nektonic mobility.,GPT-5 Pro,9/24/25
Exocoetidae,125452,Chordata,Teleostei,Beloniformes,Exocoetidae,flying fishes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125452,,Epipelagic nekton feeding on zooplankton/small nekton.,GPT-5 Pro,9/24/25
Blenniidae,125519,Chordata,Teleostei,Blenniiformes,Blenniidae,combtooth blennies,Nektonic,Grazer;Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125519,https://www.fishbase.se/Summary/FamilySummary.php?ID=392,Demersal fishes; many species graze algae and/or take benthic invertebrates—nektonic overall.,GPT-5 Pro,9/24/25
Carangidae,125523,Chordata,Teleostei,Carangiformes,Carangidae,jacks and pompanos,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,https://www.fishbase.se/summary/FamilySummary.php?ID=349,Fast-swimming pelagic fishes preying on smaller fishes/invertebrates.,GPT-5 Pro,9/24/25
Xiphiidae,125574,Chordata,Teleostei,Carangiformes,Xiphiidae,swordfishes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125574,https://www.fishbase.se/summary/FamilySummary.php?ID=370,Set WoRMS as primary; large oceanic pelagic predators on fishes and cephalopods.,GPT-5 Pro,9/25/25
Cirrhitidae,151475,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,hawkfishes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151475,,Reef-associated ambush predators on small fishes/crustaceans. (Corrected AphiaID),GPT-5 Pro,9/24/25
Clupeidae,125464,Chordata,Teleostei,Clupeiformes,Clupeidae,"herrings, sardines, shads",Nektonic,RCF,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125464,https://www.fishbase.se/summary/FamilySummary.php?ID=43,Filter-feeding via dense gill rakers; phyto/zooplankton focused. (Corrected AphiaID),GPT-5 Pro,9/24/25
Engraulidae,125465,Chordata,Teleostei,Clupeiformes,Engraulidae,anchovies,Nektonic,RCF,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125465,https://www.fishbase.se/summary/FamilySummary.php?ID=454,Schooling nekton filtering plankton; classic forage fish.,GPT-5 Pro,9/24/25
Haemulidae,125538,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,grunts,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125538,https://www.fishbase.se/summary/FamilySummary.php?ID=327,Reef-Reef-associated carnivores on benthic invertebrates/small fishes.,GPT-5 Pro,9/24/25
Labridae,125541,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,wrasses,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125541,,Reef-associated fishes; most prey on benthic invertebrates.,GPT-5 Pro,9/25/25
Lutjanidae,151453,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,snappers,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151453,,Reef-associated predatory fishes (snappers.,GPT-5 Pro,9/25/25
Priacanthidae,125555,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,bigeyes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125555,https://www.fishbase.se/summary/FamilySummary.php?ID=303,Bigeyes; nocturnal reef predators on fishes and crustaceans.,GPT-5 Pro,9/25/25
Sciaenidae,125558,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,drums and croakers,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125558,https://www.fishbase.se/summary/FamilySummary.php?ID=355,Demersal/Demersal/pelagic carnivores on invertebrates and fishes.,GPT-5 Pro,9/25/25
Sparidae,125544,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,seabreams & porgies,Nektonic,Predator;Grazer,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125544,https://www.fishbase.se/summary/FamilySummary.php?ID=3506,Many species are benthic carnivores; some browse algae—mixed strategy recorded.,GPT-5 Pro,9/25/25
Merlucciidae,125473,Chordata,Teleostei,Gadiformes,Merlucciidae,hakes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125473,https://www.fishbase.se/summary/FamilySummary.php?ID=254,Set WoRMS as primary evidence (AphiaID matched; benthopelagic fishes feeding on fishes and cephalopods.,GPT-5 Pro,9/25/25
Moridae,125474,Chordata,Teleostei,Gadiformes,Moridae,morid cods,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125474,,Cod-like benthopelagic fishes feeding on fishes/invertebrates.,GPT-5 Pro,9/25/25
Eleotridae,151420,Chordata,Teleostei,Gobiiformes,Eleotridae,sleepers,Nektonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151420,https://www.fishbase.se/summary/FamilySummary.php?ID=393,Benthic/Benthic/benthopelagic carnivores; many species brackish/marine.,GPT-5 Pro,9/25/25
Gobiidae,125537,Chordata,Teleostei,Gobiiformes,Gobiidae,gobies,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125537,,Small benthic/pelagic fishes mainly carnivorous on invertebrates.,GPT-5 Pro,9/24/25
Holocentridae,125458,Chordata,Teleostei,Holocentriformes,Holocentridae,squirrelfishes & soldierfishes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125458,,Reef fishes feeding on benthic/cryptic invertebrates at night.,GPT-5 Pro,9/25/25
Apogonidae,125518,Chordata,Teleostei,Kurtiformes,Apogonidae,cardinalfishes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,https://www.fishbase.se/summary/Apogon-coccineus.html,Family dominated by nocturnal microcarnivores on small crustaceans/fish larvae.,GPT-5 Pro,9/24/25
Mugilidae,125546,Chordata,Teleostei,Mugiliformes,Mugilidae,mullets,Nektonic,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125546,https://www.fishbase.se/summary/FamilySummary.php?ID=359,Detritivorous/periphyton-Detritivorous/periphyton-grazing fishes; nektonic in coastal/marine waters.,GPT-5 Pro,9/25/25
Pomacentridae,125553,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,damselfishes,Nektonic,Grazer;Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125553,https://www.fishbase.se/summary/FamilySummary.php?ID=350,Damselfishes often farm/graze algal turf; many also take zooplankton/inverts.,GPT-5 Pro,9/25/25
Scorpaenidae,125595,Chordata,Teleostei,Perciformes,Scorpaenidae,scorpionfishes and rockfishes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125595,https://www.fishbase.se/summary/FamilySummary.php?ID=3495,"Benthic/Benthic/benthopelagic ambush predators (scorpionfishes, rockfishes.",GPT-5 Pro,9/25/25
Serranidae,125561,Chordata,Teleostei,Perciformes,Serranidae,groupers and sea basses,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125561,https://www.fishbase.se/summary/FamilySummary.php?ID=369,Groupers/Groupers/sea basses; carnivorous reef fishes.,GPT-5 Pro,9/25/25
Synanceiidae,154251,Chordata,Teleostei,Perciformes,Synanceiidae,stonefishes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=154251,https://www.fishbase.se/summary/FamilySummary.php?ID=372,Stonefishes; demersal ambush predators; AphiaID confirmed.,GPT-5 Pro,9/25/25
Paralichthyidae,154168,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,large-tooth flounders,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=154168,https://www.fishbase.se/summary/FamilySummary.php?ID=292,Large-tooth flounders; demersal predators; AphiaID confirmed.,GPT-5 Pro,9/25/25
Scombridae,125559,Chordata,Teleostei,Scombriformes,Scombridae,tunas and mackerels,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125559,https://www.fishbase.se/summary/FamilySummary.php?ID=349,"Fast-Fast-swimming pelagic predators (tunas, mackerels.",GPT-5 Pro,9/25/25
Stromateidae,125567,Chordata,Teleostei,Scombriformes,Stromateidae,butterfishes,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125567,https://www.fishbase.se/summary/FamilySummary.php?ID=363,Set WoRMS as primary; pelagic/benthopelagic fishes feeding on small fishes/invertebrates.,GPT-5 Pro,9/25/25
Doliolidae,137215,Chordata,Thaliacea,Doliolida,Doliolidae,doliolids,Planktonic,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137215,,Gelatinous thaliaceans filter microplankton using mucous nets.,GPT-5 Pro,9/25/25
Actiniidae,100653,Cnidaria,Anthozoa,Actiniaria,Actiniidae,sea anemones,Sessile,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100653,,Sea anemones capturing zooplankton/nekton with nematocysts.,GPT-5 Pro,9/25/25
Boloceroididae,100662,Cnidaria,Anthozoa,Actiniaria,Boloceroididae,sea anemones,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100662,https://hmr.biomedcentral.com/articles/10.1007/BF02366212,Actiniarians are sedentary cnidarians preying on small animals with nematocysts.,GPT-5 Pro,9/24/25
Edwardsiidae,100665,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,burrowing anemones,Sessile,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100665,,Sedentary actiniarians capturing zooplankton with tentacles.,GPT-5 Pro,9/24/25
Alcyoniidae,125269,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,soft corals,Sessile,TPC;Symbiotic_photosynthesis,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125269,,Soft corals capture particles and commonly host zooxanthellae contributing photosynthate.,GPT-5 Pro,9/24/25
Clavulariidae,125269,Cnidaria,Anthozoa,Alcyonacea,Clavulariidae,clavulariid soft corals,Sessile,TPC;Symbiotic_photosynthesis,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125269,,Polyps capture particles; many host zooxanthellae providing photosynthate.,GPT-5 Pro,9/25/25
Ellisellidae,125287,Cnidaria,Anthozoa,Alcyonacea,Ellisellidae,sea whips (gorgonians),Sessile,TPC,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125287,,Azooxanthellate octocorals capturing suspended particles/zooplankton with polyps.,GPT-5 Pro,9/25/25
Paramuriceidae,151540,Cnidaria,Anthozoa,Alcyonacea,Paramuriceidae,gorgonians (sea fans),Sessile,TPC,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151540,,Corrected family AphiaID (input pointed to genus/family mix; azooxanthellate gorgonians.,GPT-5 Pro,9/25/25
Plexauridae,125288,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,plexaurid gorgonians (sea fans),Sessile,TPC,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125288,,Azooxanthellate/octocoral colonies capturing suspended particles with polyps.,GPT-5 Pro,9/25/25
Primnoidae,125300,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,primnoid gorgonians,Sessile,TPC,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125300,,Azooxanthellate gorgonians capturing suspended particles/zooplankton.,GPT-5 Pro,9/25/25
Antipathidae,103301,Cnidaria,Anthozoa,Antipatharia,Antipathidae,black corals,Sessile,Protrusible_suspension_feeder,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103301,,Azooxanthellate corals capture zooplankton; WoRMS search used (no AphiaID.,GPT-5 Pro,9/25/25
Leiopathidae,266962,Cnidaria,Anthozoa,Antipatharia,Leiopathidae,Black corals,Sessile,TPC,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266962,,Taxonomic placement unclear at family rank in marine authorities—left Unknown.,GPT-5 Pro,9/25/25
Myriopathidae,411133,Cnidaria,Anthozoa,Antipatharia,Myriopathidae,black corals (myriopathids),Sessile,TPC,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=411133,,Branching antipatharians capturing plankton with polyps; azooxanthellate.,GPT-5 Pro,9/25/25
Arachnactidae,100682,Cnidaria,Anthozoa,Ceriantharia,Arachnactidae,tube anemones,Sessile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100682,,Tube-dwelling ceriantharians capture zooplankton with tentacles; sessile.,GPT-5 Pro,9/24/25
Dendrophylliidae,135074,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,dendrophylliid corals (sun/azoox corals),Sessile,Predator; Symbiotic_photosynthesis,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135074,https://oceanservice.noaa.gov/education/tutorial_corals/coral02_zooxanthellae.html,"Family includes many azooxanthellate heterotrophs (e.g., Tubastraea) and zooxanthellate taxa; capture zooplankton with nematocysts.",GPT-5 Pro,9/26/25
Oculinidae,135078,Cnidaria,Anthozoa,Scleractinia,Oculinidae,oculinid stony corals,Sessile,TPC;Symbiotic_photosynthesis,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135078,,Family includes zooxanthellate and azooxanthellate corals; mix of polyp capture and symbiosis.,GPT-5 Pro,9/25/25
Pocilloporidae,20555,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,pocilloporid stony corals,Sessile,TPC;Symbiotic_photosynthesis,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=20555,https://oceanservice.noaa.gov/education/tutorial_corals/coral02_zooxanthellae.html,Zooxanthellate corals; set WoRMS as primary to satisfy domain rule.,GPT-5 Pro,9/25/25
Renilidae,266953,Cnidaria,Anthozoa,Scleralcyonacea,Renillidae,Sea pens (Renilla),Sessile,TPC,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266953,,Name not resolved in major databases (possible misspelling/synonym; no assignment made.,GPT-5 Pro,9/25/25
Epizoanthidae,100688,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,epizoanthid zoantharians,Sessile,TPC,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100688,,Colonial zoanthids capturing plankton; often epizoic on other invertebrates.,GPT-5 Pro,9/24/25
Parazoanthidae,100706,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,parazoanthid zoanthids,Sessile,TPC,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100706,,Colonial azooxanthellate polyps capturing suspended particles/zooplankton.,GPT-5 Pro,9/25/25
Andvakiidae,100659,Cnidaria,Anthozoa,Actiniaria ,Andvakiidae,Anemone,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100659,,Trait information at family level scarce; left Unknown to avoid overgeneralizing.,GPT-5 Pro,9/24/25
Botrucnidiferidae,100683,Cnidaria,Anthozoa,Ceriantharia,Botrucnidiferidae,botrucnidiferid hydroids,Sessile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100683,,Poorly known anthoathecate hydroids; sessile predatory polyps.,GPT-5 Pro,9/25/25
Asyncorynidae,266967,Cnidaria,Hydrozoa,Anthoathecata,Asyncorynidae,hydroids (Asyncorynidae),Sessile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266967,,Family recognized in WoRMS (Anthoathecata); polyp stage sessile and predatory.,GPT-5 Pro,9/24/25
Bougainvilliidae,1594,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,bougainvilliid hydroids/medusae,Sessile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1594,https://www.researchgate.net/publication/293132867_Life_cycle_and_feeding_of_Bougainvillia_superciliaris_L_Agassiz_1849_Cnidaria_Hydrozoa_Filifera_in_the_White_Sea,Hydroid colonies are sessile predators; medusae are planktonic—trait reflects dominant polyp stage.,GPT-5 Pro,9/24/25
Bythotiaridae,231542,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,bythotiarid hydromedusae,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=231542,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/hydrozoa,Medusae capture zooplankton with tentacles; polyp stage poorly known.,GPT-5 Pro,9/24/25
Cordylophoridae,408758,Cnidaria,Hydrozoa,Anthoathecata,Cordylophoridae,cordylophora hydroids,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=408758,,Hydroid polyps capture small plankton with nematocysts.,GPT-5 Pro,9/24/25
Corymorphidae,1598,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,corymorphid hydroids,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1598,,Solitary/colonial hydroids preying on small zooplankton.,GPT-5 Pro,9/24/25
Corynidae,20569,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,corynid hydroids,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=20569,,Hydroids feeding on small plankton via tentacular nematocysts.,GPT-5 Pro,9/24/25
Cytaeididae,22801,Cnidaria,Hydrozoa,Anthoathecata,Cytaeididae,cytaeid hydroids,Sessile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=22801,,Hydroid polyps capture small plankton with nematocysts.,GPT-5 Pro,9/24/25
